Screen Name,Number of times they tweeted
glydel30,1
AgentCarlaMarie,1
hannnahwest,1
CthulhuLove,1
Ashleigh_Rainee,1
kripldninja,1
_anthonydiamond,1
luvforzendayac,1
omqmaddy,1
myfuckedduplife,1
clareaime,1
SuperGirlShady,1
josttoast,1
SarahRhodzy,1
BieberYourLife,1
Fronckalicious,1
AbadCODplayr,1
gingerthot666,1
_jordanni,1
PlebianMale,1
sarahjaynebell,1
